coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_roaster_location;roaster_country;origin_country_clean
Nicaragua Pacamara Reserve Los Congos;94;Sacramento, California;San Fernando, Nueva Segovia region, Nicaragua.;Medium Light;$18.00/12 ounces;56;73;5.29;18;;Sacramento, California;USA;
Panama Duncan Natural Gesha;94;Sacramento, California;El Salto, Boquete growing region, Panama.;Light;$47.00/8 ounces;61;81;20.72;47;;Sacramento, California;USA;
Guatemala Acatenango Gesha;94;Billings, Montana.;Acatenango growing region, Guatemala.;Light;$22.00/8 ounces;72;87;9.7;22;;Billings, Montana;USA;
Kenya Kigwandi AA;94;Los Angeles, California;Nyeri County, central Kenya.;Medium Light;$19.95/12 ounces;53;70;5.86;19.95;;Los Angeles, California;USA;
Ethiopia Homacho Waeno;95;Oakland, California;Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia.;Medium Light;;62;75;;;;Oakland, California;USA;
Colombia Granja Esperanza Gesha AAA;95;Oakland, California;Valle del Cauca growing region, Colombia.;Medium Light;;53;76;;;;Oakland, California;USA;
Kenya Mathew Mugo;94;Driftless, Wisconsin;Kirinyaga County, central Kenya;Medium Light;$17.95/12 ounces;61;79;5.28;17.95;Kenya;Driftless, Wisconsin;USA;Kenya
Organic Ethiopian Banko Natural;94;Driftless, Wisconsin;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.75/12 ounces;59;75;4.92;16.75;;Driftless, Wisconsin;USA;
Kenya Nyeri;94;San Luis Obispo, California;Nyeri County, Central Highlands, Kenya.;Medium;$18.00 / 12 ounces;52;62;5.29;18;;San Luis Obispo, California;USA;
Konga Natural Ethiopia;94;Topeka, Kansas;Konga District, Yirgacheffe growing region, southern Ethiopia.;Light;$17.82/12 ounces;62;84;5.24;17.82;;Topeka, Kansas;USA;
Kenya AA Giakanja;94;Yorktown Heights, New York;Nyeri County, Central Highlands, Kenya.;Medium Light;;53;71;;;;Yorktown Heights, New York;USA;
Ethiopia Chele’ Lektu;94;Jackson, MIssissippi;Yirgacheffe growing region, southern Ethiopia.;Medium;$14.00/12 ounces;52;68;4.12;14;;Jackson, MIssissippi;USA;
Ethiopia Boke Natural Grade 1 Espresso;94;Sacramento, California;Boke, Gamo Gofa Zone, Southern Ethiopia.;Medium Light;$17.50/12 ounces;56;66;5.14;45794;;Sacramento, California;USA;
Kochoha Espresso;94;Madison, Wisconsin;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium Light;$14.85/12 ounces;56;72;4.37;14.85;;Madison, Wisconsin;USA;
Kenya Nyeri Giakanja;95;San Diego, California;Nyeri County, Central Highlands, Kenya.;Medium;$28.00/16 ounces;50;55;6.17;28;;San Diego, California;USA;
Perci N2 L39;94;Pu’Er, Yunnan Province, China;Silla Del Pando, Volcan, Panama.;Medium Light;RMB 235/125 g;55;78;188;;;Pu’Er, China;China;
Yirgacheffe Aricha Natural G1;94;South Korea;Yirgacheffe growing region, southern Ethiopia.;Medium Light;KRW$10,500/100 grams;59;74;10;;;South Korea;South Korea;
Sumatra Tano Batak;94;Sacr;Lintong growing region, northern Sumatra, Indonesia.;Medium;$17.50/12 ounces;54;66;5.14;45794;;Sacramento, California;USA;
Panama Ironman Camilina Geisha;97;Los Angeles, California;Boquete growing region, western Panama.;Medium Light;$49.95/8 ounces;58;80;22.02;49.95;;Los Angeles, California;USA;
Panama Estate Reserve: Elida Estate Natural;94;Boulder, Colorado;Boquete growing region, western Panama.;Medium Light;$18.00/12 ounces;58;80;5.29;18;;Boulder, Colorado;USA;
Byron’s Maracaturra Natural Nicaragua;94;Fort Bragg, California;Matagalpa growing region, Nicaragua.;Light;$16.50/12 ounces;64;80;4.85;45793;;Fort Bragg, California;USA;
Panama Chiriqui Finca Santa Teresa Geisha;94;Los Angeles, California;Volcan growing region, western Panama.;Light;$18.00/8 ounces;72;87;7.94;18;;Los Angeles, California;USA;
Costa Rica Cerro San Luis Natural;94;Sacramento, California;San Luis de Grecia, central Costa Rica.;Medium Light;$17.90/12 ounces;57;74;5.26;45917;;Sacramento, California;USA;
Panama La Berlina Typica Natural;94;Tainan City, Taiwan;Boquete growing region, western Panama.;Medium Light;NT$ 480/8 ounces;56;76;211.64;480;;Tainan, Taiwan;Taiwan;
Costa Rica Flor de Santos Bourbon Natural;94;Kowloon, Hong Kong, China;Tarrazu growing region, central Costa Rica.;Medium Light;HK $178/200 grams;57;79;89;;;Hong Kong, China;China;
Panama NPGE Perci N2;94;Seoul, South Korea;Silla Del Pando, Volcan, Panama.;Medium Light;KRW 50,000/200 grams;59;77;25;;;Seoul, South Korea;South Korea;
El Salvador Cerro Las Ranas Espresso;94;Los Angeles, California;Apaneca, Ataco, El Salvador.;Medium Dark;$15.95/12 ounces;44;50;4.69;15.95;;Los Angeles, California;USA;
Kii Kenya;94;Madison, Wisconsin;South-central Kenya.;Medium Light;$19.95/12 ounces;58;73;5.86;19.95;;Madison, Wisconsin;USA;
Ethiopia Boke Washed Grade 1;95;Sacramento, California;Boke, Gamo Gofa Zone, Southern Ethiopia.;Medium Light;$17.00/12 ounces;57;82;5;17;;Sacramento, California;USA;
Ethiopia Semeon Abay N3;94;Seoul, South Korea;Southern and/or western Ethiopia.;Light;KRW 95,000/100 grams;62;87;95;;;Seoul, South Korea;South Korea;
Kenya Kahiriga;94;Redlands, California;Murang’a County, central Kenya.;Medium Light;$18.50/12 ounces;56;74;5.44;45795;;Redlands, California;USA;
Ready-to-Drink Coffee Cold Brew;94;Raleigh, North Carolina;Yirgacheffe growing region, southern Ethiopia.;;$6.00/16 fluid ounces;;;1.32;6;;Raleigh, North Carolina;USA;
Elida Estate Panama;95;La Jolla, California;Elida Estate, western Panama.;Medium Light;$25.99/12 ounces;57;74;7.64;25.99;;La Jolla, California;USA;
Kenya Baragwi Kagongo Peaberry;94;Bedford, New Hampshire;South-central Kenya.;Medium;$14.50/12 ounces;49;71;4.26;45791;;Bedford, New Hampshire;USA;
Sumatra Ulos Batak;96;La Jolla, California;Northern Sumatra, Indonesia;Medium;$17.99/12 ounces;53;68;5.29;17.99;Indonesia;La Jolla, California;USA;Indonesia
Washed Yirgacheffe;94;La Jolla, California;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$18.99/12 ounces;54;76;5.58;18.99;;La Jolla, California;USA;
Kenya Kikai;95;Lexington, Virginia;Bungoma region, western Kenya.;Medium Light;$17.75/12 ounces;57;77;5.22;17.75;;Lexington, Virginia;USA;
Ethiopia Yirgacheffe Kore Kochore;94;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$14.50/12 ounces;59;76;4.26;45791;;Bedford, New Hampshire;USA;
SO Espresso Brazil Fazenda Rainha Natural;94;Ramsey, Minnesota;Mogiana Region, Minas Gerais State, Brazil.;Medium;$12.95/12 ounces;54;66;3.81;35034;;Ramsey, Minnesota;USA;
Papua New Guinea Kunjin;94;San Jose, California;Wahgi Valley, Western Highlands, Papua New Guinea.;Light;$16.50/12 ounces;64;82;4.85;45793;;San Jose, California;USA;
Ethiopia Sidama Ardi;94;Santa Monica, California;Guji Zone, Sidama Province, southern Ethiopia.;Medium;$17.00/12 ounces;52;61;5;17;;Santa Monica, California;USA;
Celinga Ethiopia Espresso;94;Madison, Wisconsin;Celinga Village, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.50/12 ounces;57;73;4.85;45793;;Madison, Wisconsin;USA;
Celinga Ethiopia;95;Madison, Wisconsin;Celinga Village, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.50/12 ounces;57;73;4.85;45793;;Madison, Wisconsin;USA;
Ethiopia Danch Meng;94;Cambria, California;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$19.50/12 ounces;57;77;5.73;45796;;Cambria, California;USA;
Ethiopia Moplaco Yirgacheffe;94;Taichung City, Taiwan;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;TWD $450/100 grams;58;80;450;;;Taichung, Taiwan;Taiwan;
Ethiopia Yirga Natural Bedhatu;94;Chia-Yi, Taiwan;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Light;$23.00/16 ounces;65;90;5.07;23;;Chia-Yi, Taiwan;Taiwan;
Kenya Nyeri Tambaya AA;95;Taichung City, Taiwan;Nyeri growing region, south-central Kenya.;Medium Light;TWD $450/100 grams;55;72;450;;;Taichung, Taiwan;Taiwan;
Guji Zone Ethiopia;95;La Jolla, California;Guji Zone, Oromia Region, Sidama Province, Ethiopia.;Medium Light;$17.99/12 ounces;59;77;5.29;17.99;;La Jolla, California;USA;
Colombia Cerro Azul Geisha;95;Bellingham, Washington;Valle del Cauca growing region, Colombia.;Medium;$20.00/150 grams;52;63;13.33;0.705467372;;Bellingham, Washington;USA;
Colombia Cerro Azul Enano;94;San Rafael, California;Valle del Cauca growing region, Colombia.;Medium Light;$15.35/12 ounces;60;79;4.51;15.35;;San Rafael, California;USA;
Colombia Finca Monte Verde, Gildardo Gutierrez;94;San Francisco, California;Herrera, Tolima Department, west-central Colombia.;Medium Light;$19.50/12 ounces;58;73;5.73;45796;;San Francisco, California;USA;
Twisted 3.0 Espresso;94;Madison, Wisconsin;Not disclosed.;Medium;$15.75/12 ounces;50;60;4.63;15.75;;Madison, Wisconsin;USA;
Ethiopia Amaro Gayo Dry Process;94;Bedford, New Hampshire;Amaro region, southern Ethiopia.;Medium Light;$13.50/12 ounces;60;81;3.97;45790;;Bedford, New Hampshire;USA;
Ethiopia Gedeo Yirgacheffe;94;Billings, Montana;Yirgacheffe growing region, south-central Ethiopia.;Light;$13.75/12 ounces;63;85;4.04;13.75;;Billings, Montana;USA;
Rwanda Karongi Gitesi;94;Bedford, New Hampshire;Kirambo, Karongi District, Rwanda.;Medium Light;$14.50/12 ounces;53;71;4.26;45791;;Bedford, New Hampshire;USA;
Gelgelu Adame Ethiopia Yirgacheffe Organic Natural Process;96;Madison, Wisconsin;Yirgacheffe growing region, south-central Ethiopia.;Light;$19.25/12 ounces;63;81;5.66;19.25;;Madison, Wisconsin;USA;
Ethiopia FTO Worka;95;Tulsa, Oklahoma;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Light;$14.99/12 ounces;66;88;4.41;14.99;;Tulsa, Oklahoma;USA;
Kenya Makwa AB;96;Los Angeles, California;Nyeri growing region, south-central Kenya.;Medium;$16.95/12 ounces;54;67;4.98;16.95;;Los Angeles, California;USA;
Kenya Kabare AB;95;Bedford, New Hampshire;Nyeri growing region, south-central Kenya.;Light;$14.50/12 ounces;64;84;4.26;45791;;Bedford, New Hampshire;USA;
El Salvador Santa Elena Honey Pacamara;94;Sacramento, California;Chalatenango, El Salvador;Medium Light;$19.00/12 ounces;55;68;5.59;19;Salvador;Sacramento, California;USA;El Salvador
Kenya Makwa AB;95;Sacramento, California;Nyeri growing region, south-central Kenya.;Medium;$16.00/12 ounces;51;59;4.7;16;;Sacramento, California;USA;
Ethiopia Yirgacheffe ECX Auction Lot;94;Sacramento, California;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$17.00/12 ounces;56;71;5;17;;Sacramento, California;USA;
Ethiopia Ninety Plus Pheribo N2;95;Seoul, Korea;Yirgacheffe growing region, Gedeo Zone, southern Ethiopia.;Light;KRW 15,000/100 grams;66;85;15;;;Seoul, South Korea;South Korea;
Ethiopia Washed Sidama Shilcho Coop G1;94;Chia-Yi, Taiwan;Sidamo (also Sidama) growing region, southern Ethiopia.;Light;NT $650/16 ounces;64;80;143.3;650;;Chia-Yi, Taiwan;Taiwan;
Ethiopia Washed Yirgacheffe “Mini-Me” 2014;96;Taoyuan City, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Medium;NT $1000/16 ounces;50;65;220.46;1000;;Taoyuan, Taiwan;Taiwan;
Panama Los Lajones Bambu Geisha;96;Sacramento, California;Boquete growing region, western Panama;Medium Light;$60.00/8 ounces;57;78;26.46;60;Panama;Sacramento, California;USA;Panama
Kikai Kenya;95;Lexington, Virginia;Bungoma region, western Kenya.;Medium;$14.50/12 ounces;52;62;4.26;45791;;Lexington, Virginia;USA;
Panama Gesha Perci Red;96;Lee, Massachusetts;Silla Del Pando, Volcan, Panama.;Light;$72.45/12 ounces;66;88;21.3;72.45;;Lee, Massachusetts;USA;
Organic Ethiopian Yirgacheffe Idido;94;Driftless, Wisconsin;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$15.75/12 ounces;59;74;4.63;15.75;;Driftless, Wisconsin;USA;
Holiday Blend;95;Everett, Washington;Central Kenya, Toraja growing region, southwestern Sulawesi, Indonesia.;Medium Light;$17.00/16 ounces;56;78;3.75;17;;Everett, Washington;USA;
Panama Finca La Mula Geisha Natural;94;San Rafael, California;Boquete growing region, western Panama;Medium Light;$49.95/8 ounces;60;75;22.02;49.95;Panama;San Rafael, California;USA;Panama
Kenya Gichuka AA;94;Sacramento, California;Central Kenya.;Medium Light;$17.00/12 ounces;56;72;5;17;;Sacramento, California;USA;
Ethiopia Washed Yirgacheffe Mini-Me;94;Taoyuan City, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Medium;NT $1000/16 ounces;50;62;220.46;1000;;Taoyuan, Taiwan;Taiwan;
Ethiopia Kelenso Mokanisa;94;Bellingham, Washington;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium Light;$13.99/12 ounces;59;73;4.11;13.99;;Bellingham, Washington;USA;
Ganesha Espresso;94;Bellingham, Washington;Not disclosed.;Medium;$13.99/16 ounces;49;59;3.08;13.99;;Bellingham, Washington;USA;
Lennette Kenya;94;La Jolla, California;Nyeri growing region, south-central Kenya.;Medium Light;$17.99;56;68;;;;La Jolla, California;USA;
Ethiopia Ninety Plus Nekisse Red;95;Yorktown Heights, New York;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium;$65.00/12 ounces;49;66;19.11;65;;Yorktown Heights, New York;USA;
Ethiopia Yirgacheffe Kochere Aricha;94;Oakland, California;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$12.10/12 ounces;53;79;3.56;45669;;Oakland, California;USA;
Ethiopia Banko Natural;94;Olympia, Washington;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.30/12 ounces;58;75;4.79;45732;;Olympia, Washington;USA;
Makwa Kenya Nyeri;94;La Jolla, California;Nyeri growing region, south-central Kenya.;Medium Light;$17.99/12 ounces;57;71;5.29;17.99;;La Jolla, California;USA;
Panama Los Lajones Bambu Geisha Natural;94;Ramsey, Minnesota;Boquete growing region, western Panama;Medium Light;$59.95/8 ounces;58;75;26.43;59.95;Panama;Ramsey, Minnesota;USA;Panama
Juliette Red Ninety Plus Gesha Estate Panama;94;Seoul, South Korea;Silla Del Pando, Volcan, Panama.;Medium Light;KRW 35,000/100 grams;53;72;35;;;Seoul, South Korea;South Korea;
100% Kona High Mountain Io Extra Fancy;94;Holualoa, Hawaii;Holualoa, North Kona growing district, Hawaii.;Medium Light;$35.95/8 ounces;55;75;15.85;35.95;;Holualoa, Hawaii;USA;
Sumatra Blue Batak Peaberry;94;Sacramento, California;Lintong growing region, North Sumatra, Indonesia.;Medium;$16.50/12 ounces;53;68;4.85;45793;;Sacramento, California;USA;
Panama Gesha Ninety Plus Perci Red;95;Yorktown Heights, New York;Silla Del Pando, Volcan, Panama.;Medium;$65.00/12 ounces;52;68;19.11;65;;Yorktown Heights, New York;USA;
El Agulia Pacamara El Salvador;94;Olympia, Washington;Santa Ana Region, El Salvador.;Light;$17.40/12 ounces;63;82;5.11;45764;;Olympia, Washington;USA;
Mexico Finca Kassandra Pacamara;94;Berlin, Massachusetts;Vera Cruz growing region, Mexico.;Medium Light;$17.00/12 ounces;55;68;5;17;;Berlin, Massachusetts;USA;
Panama Finca Santa Teresa Honey Geisha;94;I-Lan City, Taiwan;Volcan growing region, western Panama.;Medium;NT $2800/8 ounces;55;66;1234.57;2800;;I-Lan, Taiwan;Taiwan;
Batista Natural Geisha;94;Kaohsiung City, Taiwan;Volcan growing region, western Panama.;Light;NT $1900/8 ounces;65;84;837.74;1900;;Kaohsiung, Taiwan;Taiwan;
Perci N2 Ninety Plus Gesha Estates Panama;94;Seoul, Korea;Silla Del Pando, Volcan, Panama.;Medium Light;KRW 35,000/100 grams;58;71;35;;;Seoul, South Korea;South Korea;
Ethiopia Sidama Deri Kochoha;94;Bedford, New Hampshire;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium;$13.50/12 ounces;52;66;3.97;45790;;Bedford, New Hampshire;USA;
Kenya Kirinyaga Karimikui Peaberry;95;Bedford, New Hampshire;Karimikui growing region, central Kenya.;Medium;$14.50/12 ounces;52;66;4.26;45791;;Bedford, New Hampshire;USA;
Ethiopia Yirgacheffe;94;Portland, Oregon;Yirgacheffe growing region, southern Ethiopia.;Light;$15.00/12 ounces;59;84;4.41;15;;Portland, Oregon;USA;
Panama Auromar Estate “Ironman” Geisha;94;Topeka, Kansas;Boquete growing region, western Panama;Medium Light;$52.99/8 ounces;56;82;23.36;52.99;Panama;Topeka, Kansas;USA;Panama
Guatemala Acatenango Gesha;95;Billings, Montana;Acatenango growing region, Guatemala.;Medium;$20.00/8 ounces;50;65;8.82;20;;Billings, Montana;USA;
Kenya Ruira Mchana Estate;94;Newport Beach, California;Ruiru growing region, central Kenya.;Medium;$15.50/12 ounces;51;55;4.56;45792;;Newport Beach, California;USA;
Honeyed Yellow Caturra;94;Mountain View, Hawaii;"Puna District, ""Big Island"" of Hawaii";Medium;$20.00/6 ounces;52;60;11.76;20;Hawaii;Mountain View, Hawaii;USA;United States
Hawaii Ka’u Isla;94;Ramsey, Minnesota;Ka'u growing district, Big Island of Hawaii;Medium Light;$32.95/12 ounces;57;75;9.69;32.95;Hawaii;Ramsey, Minnesota;USA;United States
Ethiopia Yirgacheffe Kochere Grade 1;94;Sacramento, California;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$15.50/12 ounces;58;74;4.56;45792;;Sacramento, California;USA;
Colombia Valle del Cauca Cerro Azul Geisha AAA;96;Seattle, Washington;Valle del Cauca growing region, Colombia.;Medium Light;$59.75/8 ounces;60;81;26.34;59.75;;Seattle, Washington;USA;
Nyala Kenya Peaberry;94;Madison, Wisconsin;Central Kenya.;Medium Light;$14.99/12 ounces;55;68;4.41;14.99;;Madison, Wisconsin;USA;
Ethiopia Kercha Naturally Processed Sidama;94;Calgary, Alberta, Canada;Sidama (also Sidamo) growing region, southern Ethiopia.;Light;CAD $17.78/12 ounces;64;81;5.23;;;Calgary, Canada;Canada;
Kenya AA Top Lot A114;94;Taoyuan City, Taiwan;Central Kenya.;Medium;NT $1600/16 ounces;49;62;352.74;1600;;Taoyuan, Taiwan;Taiwan;
Mchana Kenya Peaberry;95;Madison, Wisconsin;Central Kenya.;Medium;$15.99/12 ounces;53;65;4.7;15.99;;Madison, Wisconsin;USA;
Deri Kochoha Ethiopian Sidamo;94;Madison, Wisconsin;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium Light;$14.99/12 ounces;57;72;4.41;14.99;;Madison, Wisconsin;USA;
Kemgin Ethiopia;94;Anchorage, Alaska;Nekempte District, Oromia Region, western Ethiopia.;Medium;$19.50/16 ounces;51;62;4.3;45796;;Anchorage, Alaska;USA;
Lintong Sumatra Dolok Sangul;94;Seattle, Washington;Lintong growing region, northern Sumatra, Indonesia.;Medium Light;$16.50/12 ounces;54;77;4.85;45793;;Seattle, Washington;USA;
Tano Batak Sumatra;94;Madison, Wisconsin;Lintong growing region, northern Sumatra, Indonesia.;Medium Light;$13.99/12 ounces;54;73;4.11;13.99;;Madison, Wisconsin;USA;
Momma Bear Espresso;94;Peoria, Illinois;Huehuetenango growing region, Guatemala, Sidamo growing region, Ethiopia.;Medium Light;$17.00/12 ounces;56;76;5;17;;Peoria, Illinois;USA;
Ethiopia Yirgacheffe Kochere G1;94;Seattle, Washington;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$11.00/8 ounces;58;75;4.85;11;;Seattle, Washington;USA;
Maragogype Honey Process;94;Pahala, Hawaii;Big Island of Hawaii;Medium Light;$20.00/3.5 ounces;51;75;20.16;20;Hawaii;Pahala, Hawaii;USA;United States
Ulos Batak Sumatra Peaberry;95;Madison, Wisconsin;Northern Sumatra, Indonesia;Medium;$14.99/12 ounces;52;68;4.41;14.99;Indonesia;Madison, Wisconsin;USA;Indonesia
Ninety Plus Kemgin W2 Ethiopia;94;New Taipei City, Taiwan;Southern Ethiopia.;Medium;NT $1300/16 ounces;49;65;286.6;1300;;New Taipei, Taiwan;Taiwan;
Ethiopia Dry Process Saris Abaya;94;I-Lan City, Taiwan;Guji Zone, Sidama Province, southern Ethiopia.;Medium Light;NT $450/8 ounces;59;72;198.41;450;;I-Lan, Taiwan;Taiwan;
Kenya AB Top Lot Single-Origin Espresso;94;Taoyuan City, Taiwan;Nyeri growing region, south-central Kenya;Medium Dark;NT $1300/16 ounces;46;53;286.6;1300;Kenya;Taoyuan, Taiwan;Taiwan;Kenya
Geisha S94;94;Hong Kong, China;Boquete growing region, western Panama;Light;HK $288/100 grams;61;93;288;;Panama;Hong Kong, China;China;Panama
Sumatra Mandheling Wahana;94;Lexington, Virginia;Lintong growing region, northern Sumatra, Indonesia.;Medium Light;$13.50/12 ounces;59;76;3.97;45790;;Lexington, Virginia;USA;
Geisha P.E.B. (RFA);94;Hong Kong, China;Boquete growing region, western Panama;Medium Light;HK $588/100 grams;56;83;588;;Panama;Hong Kong, China;China;Panama
Ethiopia Dry Process Grade 1 Aricha Yirgacheffe;95;Taichung City, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Medium Light;TWD $500/100 grams;56;81;500;;;Taichung, Taiwan;Taiwan;
Ethiopia Yirgacheffe ECX;96;Sacramento, California;Yirgacheffe growing region, southern Ethiopia.;Light;$15.50/12 ounces;64;83;4.56;45792;;Sacramento, California;USA;
Tchembe Single Origin Espresso;94;Lee, Massachusetts;Gedeo Zone, southern Ethiopia.;Medium;$24.95/16 ounces;53;66;5.5;24.95;;Lee, Massachusetts;USA;
Ethiopia Ninety Plus Kemgin;96;Yorktown Heights, New York;Nekempte District, Oromia Region, western Ethiopia.;Medium Light;$18.00/12 ounces;52;73;5.29;18;;Yorktown Heights, New York;USA;
